content,time,score,Location#Transportation,Location#Downtown,Location#Easy_to_find,Service#Queue,Service#Hospitality,Service#Parking,Service#Timely,Price#Level,Price#Cost_effective,Price#Discount,Ambience#Decoration,Ambience#Noise,Ambience#Space,Ambience#Sanitary,Food#Portion,Food#Taste,Food#Appearance,Food#Recommend
物流很快，分量对得起价格，送礼有面子,2025-03-21 20:21:58,5,未提及,未提及,未提及,未提及,未提及,未提及,正面,未提及,未提及,未提及,正面,未提及,未提及,未提及,正面,未提及,未提及,未提及
送礼有面子。,2025-10-21 20:21:58,5,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,正面,未提及,未提及,未提及,未提及,未提及,未提及,未提及
很划算,2025-07-06 20:21:58,5,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,正面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及
分量很足，而且机器人回复，气死人,2025-11-14 20:21:58,1,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,正面,未提及,未提及,未提及
满满一大包,2025-12-02 20:21:58,5,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,正面,未提及,未提及,未提及
强烈推荐，而且客服很有耐心,2025-11-16 20:21:58,5,未提及,未提及,未提及,未提及,正面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,正面
漏气了。,2025-02-19 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及,未提及,未提及,未提及,未提及
太难吃了，满满一大包，发货慢吞吞,2025-01-26 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,正面,负面,未提及,未提及
还会再来，味道很正宗，性价比超高。,2025-02-04 20:21:58,5,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,正面,未提及,未提及,未提及,未提及,未提及,未提及,正面,未提及,正面
值得购买，口感像嚼蜡,2025-05-10 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,负面,未提及,正面
发货慢吞吞,2025-01-21 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及
快递给力。,2025-12-16 20:21:58,5,未提及,未提及,未提及,未提及,未提及,未提及,正面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及
不推荐购买，亏了，昨天下单今天就到了，不值这个钱,2025-05-21 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,正面,负面,负面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及
性价比极低，不值这个钱，售后处理及时。,2025-07-10 20:21:58,1,未提及,未提及,未提及,未提及,正面,未提及,未提及,负面,负面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及
口感像嚼蜡，白菜价。,2025-06-06 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,未提及,正面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及
还会再来，售后处理及时，白菜价。,2025-05-26 20:21:58,5,未提及,未提及,未提及,未提及,正面,未提及,未提及,正面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,正面
分量太少了，而且价格实惠,2025-07-04 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,未提及,正面,未提及,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及
售后处理及时，但是强烈推荐,2025-02-08 20:21:58,5,未提及,未提及,未提及,未提及,正面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,正面
物流很快，不过半天不回消息,2025-07-20 20:21:58,1,未提及,未提及,未提及,未提及,负面,未提及,正面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及
服务热情，一点都不新鲜，价格有点高,2025-08-16 20:21:58,1,未提及,未提及,未提及,未提及,正面,未提及,未提及,负面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及
物超所值,2025-08-29 20:21:58,5,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,正面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及
快递在路上停了三天。值得购买,2025-04-27 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,正面
发货慢吞吞，买到就是赚到,2025-10-05 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,负面,未提及,正面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及
物超所值，包装太简陋，值得购买,2025-01-13 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,正面,未提及,负面,未提及,未提及,未提及,未提及,未提及,未提及,正面
挺便宜的，味道很正宗，分量很足,2025-02-02 20:21:58,5,未提及,未提及,未提及,未提及,未提及,未提及,未提及,正面,未提及,未提及,未提及,未提及,未提及,未提及,正面,正面,未提及,未提及
味道绝绝子，以后不会再来了，性价比极低,2025-05-10 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及,未提及,未提及,未提及,正面,未提及,负面
发货慢吞吞，包装精美，比超市贵多了,2025-10-27 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,负面,负面,未提及,未提及,正面,未提及,未提及,未提及,未提及,未提及,未提及,未提及
漏气了，不过白菜价,2025-01-24 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,未提及,正面,未提及,未提及,负面,未提及,未提及,未提及,未提及,未提及,未提及,未提及
机器人回复，气死人，分量很足。,2025-05-27 20:21:58,1,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,正面,未提及,未提及,未提及
硬得咬不动，而且态度恶劣,2025-06-14 20:21:58,1,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及
分量很足，口感丰富，层次分明，发货慢吞吞,2025-04-23 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,正面,正面,未提及,未提及
避雷。客服爱答不理。,2025-07-17 20:21:58,1,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,负面
客服态度很好,2025-08-04 20:21:58,5,未提及,未提及,未提及,未提及,正面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及
包装破损,2025-02-07 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及,未提及,未提及,未提及,未提及
太甜了，腻死人,2025-05-04 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及
物流太慢了,2025-06-23 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及
个头太小了，不过包装太简陋,2025-11-26 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及,负面,未提及,未提及,未提及
别买，死贵死贵的,2025-11-12 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,负面
分量很足,2025-03-25 20:21:58,5,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,正面,未提及,未提及,未提及
送礼有面子，但是咸淡适中，味道刚好。,2025-04-15 20:21:58,5,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,正面,未提及,未提及,未提及,未提及,正面,未提及,未提及
避雷。性价比超高,2025-10-25 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,正面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,负面
昨天下单今天就到了,2025-06-12 20:21:58,5,未提及,未提及,未提及,未提及,未提及,未提及,正面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及
售后处理及时，不过智商税,2025-02-04 20:21:58,1,未提及,未提及,未提及,未提及,正面,未提及,未提及,未提及,负面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及
性价比极低，不值这个钱，物流太慢了,2025-03-26 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,负面,负面,负面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及
服务热情,2025-06-12 20:21:58,5,未提及,未提及,未提及,未提及,正面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及
物超所值,2025-05-07 20:21:58,5,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,正面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及
硬得咬不动，快递在路上停了三天，送礼有面子。,2025-01-27 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及,正面,未提及,未提及,未提及,未提及,负面,未提及,未提及
物流太慢了，客服态度很好，以后不会再来了,2025-05-03 20:21:58,1,未提及,未提及,未提及,未提及,正面,未提及,负面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,负面
物超所值，死贵死贵的,2025-05-01 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,未提及,负面,正面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及
售后处理及时，物超所值，个头很大。,2025-06-16 20:21:58,5,未提及,未提及,未提及,未提及,正面,未提及,未提及,未提及,正面,未提及,未提及,未提及,未提及,未提及,正面,未提及,未提及,未提及
物流很快,2025-09-28 20:21:58,5,未提及,未提及,未提及,未提及,未提及,未提及,正面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及
客服态度很好,2025-07-28 20:21:58,5,未提及,未提及,未提及,未提及,正面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及
发货慢吞吞,2025-02-25 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及
包装严实，而且智商税,2025-12-14 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,负面,未提及,正面,未提及,未提及,未提及,未提及,未提及,未提及,未提及
个头很大，包装破损，发货速度神速,2025-06-28 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,正面,未提及,未提及,未提及,负面,未提及,未提及,未提及,正面,未提及,未提及,未提及
分量太少了，态度恶劣，盒子很好看,2025-06-17 20:21:58,1,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及,未提及,未提及,正面,未提及,未提及,未提及,负面,未提及,未提及,未提及
物流太慢了,2025-07-04 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及
发货慢吞吞,2025-03-21 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及
口感丰富，层次分明，但是不推荐购买，亏了,2025-08-29 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及,未提及,未提及,未提及,正面,未提及,未提及
客服态度很好，不过快递在路上停了三天。,2025-06-05 20:21:58,1,未提及,未提及,未提及,未提及,正面,未提及,负面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及
等了一个世纪,2025-02-01 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及
分量太少了，太贵了，以后不会再来了,2025-07-19 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及,负面
机器人回复，气死人，但是昨天下单今天就到了,2025-01-05 20:21:58,1,未提及,未提及,未提及,未提及,负面,未提及,正面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及
不值这个钱，快递给力，售后处理及时,2025-01-22 20:21:58,1,未提及,未提及,未提及,未提及,正面,未提及,正面,负面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及
盒子很好看。昨天下单今天就到了,2025-01-25 20:21:58,5,未提及,未提及,未提及,未提及,未提及,未提及,正面,未提及,未提及,未提及,正面,未提及,未提及,未提及,未提及,未提及,未提及,未提及
发货慢吞吞，别买，半包都是空气,2025-09-20 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及,负面
一点都不新鲜，物流很快，很划算,2025-02-08 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,正面,未提及,正面,未提及,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及
价格实惠，物流很快，有一股哈喇味,2025-09-12 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,正面,正面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及
半天不回消息,2025-11-11 20:21:58,1,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及
太难吃了。智商税。,2025-02-21 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及
太甜了，腻死人，不过价格便宜,2025-03-28 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,未提及,正面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及
箱子压扁了,2025-09-29 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及,未提及,未提及,未提及,未提及
智商税，服务热情，家里人都爱吃,2025-01-12 20:21:58,1,未提及,未提及,未提及,未提及,正面,未提及,未提及,未提及,负面,未提及,未提及,未提及,未提及,未提及,未提及,正面,未提及,未提及
入口即化，太香了，包装精美，物流很快,2024-12-17 20:21:58,5,未提及,未提及,未提及,未提及,未提及,未提及,正面,未提及,未提及,未提及,正面,未提及,未提及,未提及,未提及,正面,未提及,未提及
发货慢吞吞,2025-03-26 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及
不值这个钱，机器人回复，气死人，个头太小了,2025-05-28 20:21:58,1,未提及,未提及,未提及,未提及,负面,未提及,未提及,负面,未提及,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及
满满一大包，性价比极低，快递给力,2025-06-16 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,正面,未提及,负面,未提及,未提及,未提及,未提及,未提及,正面,未提及,未提及,未提及
价格实惠。盒子很好看,2025-09-02 20:21:58,5,未提及,未提及,未提及,未提及,未提及,未提及,未提及,正面,未提及,未提及,正面,未提及,未提及,未提及,未提及,未提及,未提及,未提及
发货速度神速，别买，态度恶劣,2025-10-05 20:21:58,1,未提及,未提及,未提及,未提及,负面,未提及,正面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,负面
别买，但是太贵了。,2025-03-01 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,负面
分量对得起价格，但是等了一个世纪,2025-11-15 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及,未提及,未提及,未提及,未提及,正面,未提及,未提及,未提及
半包都是空气，而且味道很怪,2025-06-15 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,负面,负面,未提及,未提及
包装太简陋，售后处理及时。,2025-07-25 20:21:58,1,未提及,未提及,未提及,未提及,正面,未提及,未提及,未提及,未提及,未提及,负面,未提及,未提及,未提及,未提及,未提及,未提及,未提及
口感丰富，层次分明，强烈推荐，满满一大包,2025-05-18 20:21:58,5,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,正面,正面,未提及,正面
性价比超高，全是包装袋，包装严实。,2025-10-18 20:21:58,1,未提及,未提及,未提及,未提及,未提及,未提及,未提及,未提及,正面,未提及,正面,未提及,未提及,未提及,负面,未提及,未提及,未提及
